star_name,x,y,star_colour,star_type,object_name,world_type,tectonics,weather,temp,bio,total_ru,dist_to_parent_star,common,corrosive,base_metal,noble,rare_earth,precious,radioactive,exotic
Epsilon Serpentis,487.2,40.8,red,dwarf,V,Gas Giant,2,7,-250,0,0,6667,0,0,0,0,0,0,0,0
Epsilon Serpentis,487.2,40.8,red,dwarf,Va,Chondrite World,5,0,-250,0,61,6667,61,0,0,0,0,0,0,0
Epsilon Serpentis,487.2,40.8,red,dwarf,Vb,Dust World,2,0,-250,40,9,6667,0,0,9,0,0,0,0,0
Epsilon Serpentis,487.2,40.8,red,dwarf,Vc,Pellucid World,2,0,-250,0,0,6667,0,0,0,0,0,0,0,0
Epsilon Serpentis,487.2,40.8,red,dwarf,VI,Gas Giant,1,7,-252,0,0,7499,0,0,0,0,0,0,0,0
Epsilon Serpentis,487.2,40.8,red,dwarf,VIa,Ultramarine World,0,1,-252,0,458,7499,0,0,105,128,225,0,0,0
Epsilon Serpentis,487.2,40.8,red,dwarf,VIb,Cimmerian World,2,0,-252,0,111,7499,111,0,0,0,0,0,0,0
Epsilon Serpentis,487.2,40.8,red,dwarf,VIc,Noble World,1,0,-252,0,268,7499,32,0,0,236,0,0,0,0
Eta Ptolemae,174.0,42.3,blue,dwarf,I,Gas Giant,0,7,126,0,0,1002,0,0,0,0,0,0,0,0
Eta Ptolemae,174.0,42.3,blue,dwarf,Ia,Oolite World,2,7,113,0,985,1002,0,0,0,0,445,540,0,0
Eta Ptolemae,174.0,42.3,blue,dwarf,Ib,Quasi-Degenerate World,4,0,25,0,650,1002,0,0,0,0,0,0,0,650
Eta Ptolemae,174.0,42.3,blue,dwarf,Ic,Metal World,2,7,141,0,661,1002,0,0,261,0,0,0,400,0
Eta Ptolemae,174.0,42.3,blue,dwarf,II,Urea World,5,2,-51,0,12,1809,12,0,0,0,0,0,0,0
Eta Ptolemae,174.0,42.3,blue,dwarf,III,Organic World,3,0,-95,0,59,2787,59,0,0,0,0,0,0,0
Eta Ptolemae,174.0,42.3,blue,dwarf,IV,Water World,3,1,-123,98,120,3945,0,0,120,0,0,0,0,0
Eta Ptolemae,174.0,42.3,blue,dwarf,V,Yttric World,1,1,-141,108,708,5065,0,0,213,0,495,0,0,0
Eta Ptolemae,174.0,42.3,blue,dwarf,VI,Alkali World,3,0,-160,0,180,6928,0,0,180,0,0,0,0,0
Eta Ptolemae,174.0,42.3,blue,dwarf,VII,Yttric World,3,0,-166,0,684,7652,0,0,339,0,345,0,0,0
Iota Serpentis,459.6,42.9,white,dwarf,I,Sapphire World,2,0,-88,0,4150,3719,0,0,0,0,0,0,0,4150
Iota Serpentis,459.6,42.9,white,dwarf,II,Gas Giant,1,7,-133,0,0,6426,0,0,0,0,0,0,0,0
Iota Serpentis,459.6,42.9,white,dwarf,IIa,Yttric World,3,0,-133,0,756,6426,0,0,426,0,330,0,0,0
Iota Serpentis,459.6,42.9,white,dwarf,IIb,Oolite World,2,1,-133,0,660,6426,0,0,0,0,660,0,0,0
Beta Giclas,84.3,43.1,yellow,dwarf,I,Ultramarine World,0,3,-62,0,171,714,0,0,0,136,35,0,0,0
Beta Giclas,84.3,43.1,yellow,dwarf,II,Water World,1,1,-126,0,323,1469,0,0,243,0,0,0,80,0
Beta Giclas,84.3,43.1,yellow,dwarf,III,Xenolithic World,1,1,-167,0,342,2782,0,0,204,0,0,138,0,0
Beta Giclas,84.3,43.1,yellow,dwarf,IV,Water World,4,1,-177,0,120,3451,0,0,120,0,0,0,0,0
Beta Giclas,84.3,43.1,yellow,dwarf,IVa,Copper World,2,1,-177,0,678,3451,0,0,678,0,0,0,0,0
Beta Giclas,84.3,43.1,yellow,dwarf,V,Opalescent World,3,0,-188,0,149,4354,33,0,0,36,80,0,0,0
Beta Giclas,84.3,43.1,yellow,dwarf,VI,Opalescent World,4,0,-207,0,67,7175,22,0,0,0,45,0,0,0
Delta Ptolemae,215.6,44.0,orange,dwarf,I,Chlorine World,4,0,-164,0,273,1183,61,194,18,0,0,0,0,0
Delta Ptolemae,215.6,44.0,orange,dwarf,II,Maroon World,0,1,-195,0,291,2286,27,0,264,0,0,0,0,0
Delta Ptolemae,215.6,44.0,orange,dwarf,III,Urea World,6,2,-209,0,4,3369,4,0,0,0,0,0,0,0
Delta Ptolemae,215.6,44.0,orange,dwarf,IV,Gas Giant,2,7,-217,0,0,4512,0,0,0,0,0,0,0,0
Delta Ptolemae,215.6,44.0,orange,dwarf,IVa,Dust World,2,1,-217,0,36,4512,0,0,36,0,0,0,0,0
Delta Ptolemae,215.6,44.0,orange,dwarf,V,Carbide World,3,0,-223,0,121,5640,121,0,0,0,0,0,0,0
Delta Ptolemae,215.6,44.0,orange,dwarf,VI,Gas Giant,0,7,-226,0,0,6399,0,0,0,0,0,0,0,0
Delta Ptolemae,215.6,44.0,orange,dwarf,VIa,Noble World,0,0,-226,0,329,6399,17,0,0,312,0,0,0,0
Delta Ptolemae,215.6,44.0,orange,dwarf,VIb,Urea World,5,1,-226,0,22,6399,22,0,0,0,0,0,0,0
Delta Ptolemae,215.6,44.0,orange,dwarf,VIc,Dust World,4,0,-226,0,114,6399,0,0,114,0,0,0,0,0
Delta Ptolemae,215.6,44.0,orange,dwarf,VId,Super-Dense World,6,1,-226,66,0,6399,0,0,0,0,0,0,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,I,Gas Giant,2,7,148,0,0,954,0,0,0,0,0,0,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,Ia,Ultramarine World,0,7,144,0,133,954,0,0,0,68,65,0,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,Ib,Selenic World,2,2,55,0,225,954,0,0,225,0,0,0,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,II,Acid World,3,1,-5,26,189,1565,189,0,0,0,0,0,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,III,Metal World,2,2,-85,0,689,2500,0,12,387,0,0,162,128,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,IV,Ultraviolet World,3,2,-112,80,660,3419,0,0,108,0,0,72,480,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,V,Acid World,2,0,-137,0,238,4783,238,0,0,0,0,0,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,VI,Gas Giant,2,7,-144,0,0,5278,0,0,0,0,0,0,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,VIa,Acid World,4,0,-144,0,194,5278,194,0,0,0,0,0,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,VIb,Azure World,5,1,-144,0,108,5278,0,0,108,0,0,0,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,VIc,Oolite World,3,2,-144,36,939,5278,0,0,0,0,645,294,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,VII,Gas Giant,2,7,-152,0,0,6010,0,0,0,0,0,0,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,VIIa,Auric World,1,0,-152,0,1758,6010,0,0,0,0,0,1758,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,VIIb,Carbide World,1,0,-152,0,42,6010,42,0,0,0,0,0,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,VIIc,Opalescent World,1,0,-152,0,227,6010,40,0,0,52,135,0,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,VIId,Auric World,2,0,-152,0,1272,6010,0,0,0,0,0,1272,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,VIII,Gas Giant,1,7,-156,0,0,6459,0,0,0,0,0,0,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,VIIIa,Azure World,2,0,-156,0,6,6459,0,0,6,0,0,0,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,VIIIb,Lanthanide World,4,0,-156,0,880,6459,0,0,0,0,880,0,0,0
Alpha Ptolemae,200.4,44.1,blue,dwarf,VIIIc,Green World,5,1,-156,0,495,6459,0,0,0,0,495,0,0,0
Beta Krueger,53.0,44.2,white,dwarf,I,Cyanic World,2,0,-94,0,76,3962,76,0,0,0,0,0,0,0
Beta Krueger,53.0,44.2,white,dwarf,II,Alkali World,3,1,-118,0,213,5250,0,0,213,0,0,0,0,0
Beta Krueger,53.0,44.2,white,dwarf,III,Xenolithic World,3,0,-130,0,249,6165,0,0,93,0,0,156,0,0
Epsilon Giclas,95.8,46.8,blue,dwarf,I,Oolite World,3,2,-126,0,904,4055,0,0,0,0,520,384,0,0
Beta Ptolemae,205.8,47.5,yellow,dwarf,I,Noble World,0,2,32,74,228,403,0,0,0,228,0,0,0,0
Beta Ptolemae,205.8,47.5,yellow,dwarf,II,Maroon World,1,1,-107,0,148,1160,31,0,117,0,0,0,0,0
Beta Ptolemae,205.8,47.5,yellow,dwarf,IIa,Cimmerian World,3,0,-107,0,38,1160,38,0,0,0,0,0,0,0
Beta Ptolemae,205.8,47.5,yellow,dwarf,III,Gas Giant,0,7,-180,0,0,3668,0,0,0,0,0,0,0,0
Beta Ptolemae,205.8,47.5,yellow,dwarf,IIIa,Chondrite World,5,0,-180,28,65,3668,65,0,0,0,0,0,0,0
Beta Ptolemae,205.8,47.5,yellow,dwarf,IIIb,Infrared World,3,2,-180,114,132,3668,0,0,132,0,0,0,0,0
Beta Ptolemae,205.8,47.5,yellow,dwarf,IIIc,Acid World,2,0,-180,0,157,3668,157,0,0,0,0,0,0,0
Beta Ptolemae,205.8,47.5,yellow,dwarf,IIId,Ultramarine World,2,2,-180,0,155,3668,0,0,27,68,60,0,0,0
Beta Ptolemae,205.8,47.5,yellow,dwarf,IV,Cyanic World,2,0,-200,0,19,5922,19,0,0,0,0,0,0,0
Beta Ptolemae,205.8,47.5,yellow,dwarf,V,Gas Giant,1,7,-205,0,0,6875,0,0,0,0,0,0,0,0
Beta Ptolemae,205.8,47.5,yellow,dwarf,Va,Opalescent World,4,0,-205,0,154,6875,61,0,0,8,85,0,0,0
Beta Ptolemae,205.8,47.5,yellow,dwarf,Vb,Cyanic World,2,0,-205,0,0,6875,0,0,0,0,0,0,0,0
Beta Ptolemae,205.8,47.5,yellow,dwarf,Vc,Metal World,1,1,-205,12,856,6875,0,22,642,0,0,0,192,0
Alpha Krueger,30.4,47.7,yellow,dwarf,I,Gas Giant,2,7,-99,0,0,1050,0,0,0,0,0,0,0,0
Alpha Krueger,30.4,47.7,yellow,dwarf,Ia,Purple World,3,0,-99,0,96,1050,0,0,96,0,0,0,0,0
Alpha Krueger,30.4,47.7,yellow,dwarf,Ib,Crimson World,1,2,-99,0,93,1050,0,0,93,0,0,0,0,0
Alpha Krueger,30.4,47.7,yellow,dwarf,II,Primordial World,6,2,-137,0,331,1732,157,0,174,0,0,0,0,0
Alpha Krueger,30.4,47.7,yellow,dwarf,IIa,Halide World,1,0,-137,0,356,1732,0,148,0,0,0,0,208,0
Alpha Krueger,30.4,47.7,yellow,dwarf,III,Treasure World,0,0,-191,0,762,4676,0,0,0,0,0,762,0,0
Gamma Krueger,52.2,52.5,yellow,dwarf,I,Water World,3,3,13,78,159,532,0,0,111,0,0,0,48,0
Gamma Krueger,52.2,52.5,yellow,dwarf,Ia,Halide World,1,2,-3,0,490,532,0,290,0,0,0,0,200,0
Gamma Krueger,52.2,52.5,yellow,dwarf,II,Ultramarine World,2,2,-151,60,272,2132,0,0,78,124,70,0,0,0
Gamma Krueger,52.2,52.5,yellow,dwarf,III,Radioactive World,2,0,-198,0,1000,5607,0,0,0,0,0,0,1000,0
Gamma Krueger,52.2,52.5,yellow,dwarf,IV,Super-Dense World,5,1,-207,0,255,7311,0,0,255,0,0,0,0,0
Gamma Ptolemae,210.0,55.4,yellow,dwarf,I,Gas Giant,2,7,-106,0,0,1137,0,0,0,0,0,0,0,0
Gamma Ptolemae,210.0,55.4,yellow,dwarf,II,Gas Giant,1,7,-163,0,0,2619,0,0,0,0,0,0,0,0
Gamma Ptolemae,210.0,55.4,yellow,dwarf,III,Carbide World,2,0,-192,0,137,4835,137,0,0,0,0,0,0,0
Gamma Ptolemae,210.0,55.4,yellow,dwarf,IV,Organic World,2,0,-197,0,136,5496,136,0,0,0,0,0,0,0
Gamma Ptolemae,210.0,55.4,yellow,dwarf,V,Magma World,7,0,-204,0,123,6647,0,0,123,0,0,0,0,0
Gamma Ptolemae,210.0,55.4,yellow,dwarf,Va,Carbide World,3,0,-204,0,26,6647,26,0,0,0,0,0,0,0
Zeta Krueger,13.4,56.5,green,dwarf,I,Magnetic World,5,0,-127,0,111,2657,0,0,111,0,0,0,0,0
Zeta Krueger,13.4,56.5,green,dwarf,II,Plutonic World,4,2,-148,0,1514,3621,0,0,858,0,120,0,536,0
Zeta Krueger,13.4,56.5,green,dwarf,III,Ultraviolet World,3,1,-176,38,1225,5965,99,0,0,0,0,630,496,0
Organon,685.8,57.7,green,dwarf,I,Telluric World,1,3,35,0,42,1039,0,0,42,0,0,0,0,0
Organon,685.8,57.7,green,dwarf,Ia,Azure World,3,2,7,78,45,1039,0,0,45,0,0,0,0,0
Organon,685.8,57.7,green,dwarf,II,Plutonic World,3,2,-138,0,796,3111,0,0,471,0,165,0,160,0
Organon,685.8,57.7,green,dwarf,III,Chondrite World,6,0,-153,0,44,3912,44,0,0,0,0,0,0,0
Organon,685.8,57.7,green,dwarf,IV,Radioactive World,2,0,-174,0,736,5774,0,0,0,0,0,0,736,0
Organon,685.8,57.7,green,dwarf,V,Chondrite World,5,0,-181,0,103,6592,103,0,0,0,0,0,0,0
Beta Scuti,501.4,58.4,red,dwarf,I,Super-Dense World,6,3,-168,0,150,321,0,0,150,0,0,0,0,0
Beta Scuti,501.4,58.4,red,dwarf,II,Urea World,5,2,-219,8,6,1183,6,0,0,0,0,0,0,0
Beta Scuti,501.4,58.4,red,dwarf,III,Urea World,6,2,-238,0,41,2788,41,0,0,0,0,0,0,0
Beta Scuti,501.4,58.4,red,dwarf,IV,Telluric World,2,2,-241,0,48,3384,0,0,0,0,0,48,0,0
Beta Scuti,501.4,58.4,red,dwarf,V,Magnetic World,7,0,-245,0,451,4357,0,0,201,0,0,0,0,250
Beta Scuti,501.4,58.4,red,dwarf,VI,Magnetic World,6,0,-248,0,204,5492,0,0,204,0,0,0,0,0
Beta Scuti,501.4,58.4,red,dwarf,VII,Water World,2,0,-251,0,138,6827,0,0,138,0,0,0,0,0
Beta Scuti,501.4,58.4,red,dwarf,VIII,Gas Giant,0,7,-252,0,0,7709,0,0,0,0,0,0,0,0
Beta Scuti,501.4,58.4,red,dwarf,VIIIa,Pellucid World,2,0,-252,0,0,7709,0,0,0,0,0,0,0,0
Beta Scuti,501.4,58.4,red,dwarf,VIIIb,Metal World,2,1,-252,0,960,7709,0,22,522,0,0,144,272,0
Gamma Scuti,525.6,60.8,green,dwarf,I,Chondrite World,5,0,56,0,111,526,111,0,0,0,0,0,0,0
Gamma Scuti,525.6,60.8,green,dwarf,II,Chondrite World,5,0,-64,0,87,1309,87,0,0,0,0,0,0,0
Gamma Scuti,525.6,60.8,green,dwarf,III,Treasure World,1,0,-151,0,1752,3764,0,0,0,0,0,1752,0,0
Gamma Scuti,525.6,60.8,green,dwarf,IV,Quasi-Degenerate World,5,0,-167,0,475,4965,0,0,0,0,0,0,0,475
Gamma Scuti,525.6,60.8,green,dwarf,V,Iodine World,2,0,-173,38,54,5677,0,0,54,0,0,0,0,0
Alpha Caeli,241.1,71.8,red,dwarf,I,Gas Giant,0,7,-227,0,0,1648,0,0,0,0,0,0,0,0
Alpha Caeli,241.1,71.8,red,dwarf,Ia,Azure World,4,1,-227,0,132,1648,0,0,132,0,0,0,0,0
Alpha Caeli,241.1,71.8,red,dwarf,Ib,Ultramarine World,0,2,-227,0,305,1648,0,0,117,188,0,0,0,0
Alpha Caeli,241.1,71.8,red,dwarf,Ic,Infrared World,1,2,-227,0,39,1648,0,0,39,0,0,0,0,0
Alpha Caeli,241.1,71.8,red,dwarf,Id,Cimmerian World,4,0,-227,0,72,1648,72,0,0,0,0,0,0,0
Alpha Caeli,241.1,71.8,red,dwarf,II,Chondrite World,4,0,-249,0,64,5970,64,0,0,0,0,0,0,0
Beta Caeli,258.9,74.1,red,dwarf,I,Magnetic World,5,0,-215,0,579,1054,0,0,354,0,0,0,0,225
Beta Caeli,258.9,74.1,red,dwarf,II,Infrared World,2,2,-237,44,0,2641,0,0,0,0,0,0,0,0
Beta Caeli,258.9,74.1,red,dwarf,III,Vinylogous World,3,0,-245,0,106,4375,13,0,93,0,0,0,0,0
Beta Caeli,258.9,74.1,red,dwarf,IV,Noble World,0,0,-248,0,224,5245,0,0,0,224,0,0,0,0
Theta Giclas,67.5,74.2,orange,dwarf,I,Maroon World,1,1,-192,0,74,2114,50,0,24,0,0,0,0,0
Theta Giclas,67.5,74.2,orange,dwarf,II,Gas Giant,2,7,-205,0,0,3015,0,0,0,0,0,0,0,0
Theta Giclas,67.5,74.2,orange,dwarf,IIa,Alkali World,3,1,-205,0,195,3015,0,0,195,0,0,0,0,0
Theta Giclas,67.5,74.2,orange,dwarf,IIb,Cimmerian World,1,0,-205,0,114,3015,114,0,0,0,0,0,0,0
Theta Giclas,67.5,74.2,orange,dwarf,IIc,Infrared World,4,2,-205,16,108,3015,0,0,108,0,0,0,0,0
Theta Giclas,67.5,74.2,orange,dwarf,III,Water World,3,1,-215,0,105,4193,0,0,105,0,0,0,0,0
Theta Giclas,67.5,74.2,orange,dwarf,IV,Super-Dense World,5,2,-220,144,144,4922,0,0,144,0,0,0,0,0
Theta Giclas,67.5,74.2,orange,dwarf,V,Noble World,0,0,-224,0,176,5743,8,0,0,168,0,0,0,0
Theta Giclas,67.5,74.2,orange,dwarf,VI,Ultramarine World,2,1,-228,0,347,6744,0,0,81,56,210,0,0,0
Theta Giclas,67.5,74.2,orange,dwarf,VII,Ultramarine World,1,1,-230,0,285,7553,0,0,105,80,100,0,0,0
Delta Arae,929.2,75.0,yellow,dwarf,I,Opalescent World,2,0,34,0,146,341,44,0,0,32,70,0,0,0
Delta Arae,929.2,75.0,yellow,dwarf,II,Green World,3,2,-104,0,420,1120,0,0,0,0,420,0,0,0
Delta Arae,929.2,75.0,yellow,dwarf,III,Urea World,6,2,-138,0,43,1746,43,0,0,0,0,0,0,0
Delta Arae,929.2,75.0,yellow,dwarf,IV,Acid World,2,0,-183,0,143,3889,143,0,0,0,0,0,0,0
Delta Arae,929.2,75.0,yellow,dwarf,V,Crimson World,2,2,-193,0,114,4966,0,0,114,0,0,0,0,0
Delta Arae,929.2,75.0,yellow,dwarf,VI,Ultramarine World,1,1,-199,192,295,5721,0,0,51,104,140,0,0,0
Delta Arae,929.2,75.0,yellow,dwarf,VII,Vinylogous World,3,0,-206,0,150,6897,0,0,150,0,0,0,0,0
Zeta Centauri,146.3,77.9,red,giant,I,Gas Giant,0,7,-133,0,0,4477,0,0,0,0,0,0,0,0
Zeta Centauri,146.3,77.9,red,giant,Ia,Azure World,4,1,-133,112,231,4477,0,0,231,0,0,0,0,0
Zeta Centauri,146.3,77.9,red,giant,Ib,Pellucid World,2,0,-133,0,225,4477,0,0,0,0,0,0,0,225
Zeta Centauri,146.3,77.9,red,giant,Ic,Ultramarine World,0,2,-133,0,435,4477,0,0,96,124,215,0,0,0
Zeta Centauri,146.3,77.9,red,giant,II,Vinylogous World,3,0,-144,0,231,5248,21,0,210,0,0,0,0,0
Zeta Centauri,146.3,77.9,red,giant,IIa,Selenic World,0,0,-144,0,369,5248,0,0,369,0,0,0,0,0
Zeta Centauri,146.3,77.9,red,giant,III,Magma World,7,0,-160,0,303,6838,0,0,303,0,0,0,0,0
Zeta Centauri,146.3,77.9,red,giant,IV,Maroon World,0,0,-165,0,399,7490,102,0,297,0,0,0,0,0
Delta Caeli,308.9,78.2,red,dwarf,I,Gas Giant,0,7,-246,0,0,4666,0,0,0,0,0,0,0,0
Delta Caeli,308.9,78.2,red,dwarf,Ia,Cimmerian World,1,0,-246,0,162,4666,162,0,0,0,0,0,0,0
Delta Caeli,308.9,78.2,red,dwarf,Ib,Pellucid World,2,0,-246,0,150,4666,0,0,0,0,0,0,0,150
Delta Caeli,308.9,78.2,red,dwarf,Ic,Pellucid World,0,0,-246,0,0,4666,0,0,0,0,0,0,0,0
Delta Caeli,308.9,78.2,red,dwarf,II,Gas Giant,0,7,-251,0,0,6777,0,0,0,0,0,0,0,0
Delta Caeli,308.9,78.2,red,dwarf,IIa,Pellucid World,2,0,-251,0,100,6777,0,0,0,0,0,0,0,100
Delta Caeli,308.9,78.2,red,dwarf,IIb,Selenic World,0,0,-251,0,153,6777,0,0,153,0,0,0,0,0
Delta Caeli,308.9,78.2,red,dwarf,III,Selenic World,0,0,-252,0,30,7529,0,0,30,0,0,0,0,0
Gamma Caeli,285.4,78.7,red,dwarf,I,Gas Giant,2,7,-241,0,0,3457,0,0,0,0,0,0,0,0
Gamma Caeli,285.4,78.7,red,dwarf,Ia,Cimmerian World,4,0,-241,0,80,3457,80,0,0,0,0,0,0,0
Gamma Caeli,285.4,78.7,red,dwarf,Ib,Dust World,2,1,-241,0,180,3457,0,0,180,0,0,0,0,0
Gamma Caeli,285.4,78.7,red,dwarf,Ic,Metal World,3,2,-241,0,563,3457,0,0,141,0,0,198,224,0
Gamma Caeli,285.4,78.7,red,dwarf,Id,Cimmerian World,3,0,-241,0,77,3457,77,0,0,0,0,0,0,0
Gamma Caeli,285.4,78.7,red,dwarf,II,Vinylogous World,2,0,-247,0,237,4939,0,0,237,0,0,0,0,0
Gamma Caeli,285.4,78.7,red,dwarf,IIa,Metal World,3,2,-247,132,842,4939,0,0,222,0,0,132,488,0
Gamma Caeli,285.4,78.7,red,dwarf,III,Telluric World,3,1,-251,0,201,7296,0,0,33,0,0,168,0,0
Epsilon Caeli,333.3,80.1,red,dwarf,I,Gas Giant,2,7,-220,0,0,1216,0,0,0,0,0,0,0,0
Epsilon Caeli,333.3,80.1,red,dwarf,Ia,Noble World,1,0,-220,0,216,1216,0,0,0,216,0,0,0,0
Epsilon Caeli,333.3,80.1,red,dwarf,Ib,Metal World,3,2,-220,0,1336,1216,0,58,606,0,0,312,360,0
Epsilon Caeli,333.3,80.1,red,dwarf,Ic,Ultramarine World,1,2,-220,0,363,1216,0,0,147,156,60,0,0,0
Epsilon Caeli,333.3,80.1,red,dwarf,Id,Chondrite World,4,0,-220,0,28,1216,28,0,0,0,0,0,0,0
Epsilon Caeli,333.3,80.1,red,dwarf,II,Gas Giant,1,7,-234,0,0,2325,0,0,0,0,0,0,0,0
Epsilon Caeli,333.3,80.1,red,dwarf,IIa,Selenic World,2,0,-234,0,192,2325,0,0,192,0,0,0,0,0
Epsilon Caeli,333.3,80.1,red,dwarf,IIb,Infrared World,3,2,-234,0,123,2325,0,0,123,0,0,0,0,0
Epsilon Caeli,333.3,80.1,red,dwarf,IIc,Chondrite World,6,0,-234,0,89,2325,89,0,0,0,0,0,0,0
Epsilon Arae,923.7,82.1,blue,dwarf,I,Opalescent World,2,0,-106,0,293,3174,40,0,0,88,165,0,0,0
Epsilon Arae,923.7,82.1,blue,dwarf,II,Carbide World,1,0,-164,0,71,7366,71,0,0,0,0,0,0,0
Alpha Arae,933.9,84.3,white,dwarf,I,Ruby World,2,0,-141,0,1625,7239,0,0,0,0,0,0,0,1625
Alpha Arae,933.9,84.3,white,dwarf,Ia,Metal World,2,1,-141,24,1270,7239,0,74,672,0,0,108,416,0
Gamma Lacaille,24.2,85.7,orange,giant,I,Cimmerian World,2,0,371,0,125,854,125,0,0,0,0,0,0,0
Gamma Lacaille,24.2,85.7,orange,giant,II,Noble World,2,2,421,0,570,2019,22,0,0,548,0,0,0,0
Gamma Lacaille,24.2,85.7,orange,giant,III,Gas Giant,0,7,167,0,0,3246,0,0,0,0,0,0,0,0
Gamma Lacaille,24.2,85.7,orange,giant,IIIa,Pellucid World,0,1,84,56,150,3246,0,0,0,0,0,0,0,150
Gamma Lacaille,24.2,85.7,orange,giant,IIIb,Radioactive World,2,1,85,124,2456,3246,0,0,0,0,0,0,2456,0
Gamma Lacaille,24.2,85.7,orange,giant,IV,Gas Giant,1,7,94,0,0,4292,0,0,0,0,0,0,0,0
Gamma Lacaille,24.2,85.7,orange,giant,IVa,Crimson World,0,6,128,0,327,4292,0,24,303,0,0,0,0,0
Gamma Lacaille,24.2,85.7,orange,giant,V,Gas Giant,0,7,93,0,0,4840,0,0,0,0,0,0,0,0
Gamma Lacaille,24.2,85.7,orange,giant,Va,Urea World,4,4,95,2,56,4840,56,0,0,0,0,0,0,0
Gamma Lacaille,24.2,85.7,orange,giant,Vb,Green World,2,6,116,0,830,4840,0,0,0,0,830,0,0,0
Gamma Lacaille,24.2,85.7,orange,giant,VI,Radioactive World,2,0,-60,0,1080,7758,0,0,0,0,0,0,1080,0
Epsilon Centauri,151.5,86.6,green,dwarf,I,Halide World,1,0,-166,0,572,4907,0,228,0,0,0,0,344,0
Epsilon Sextantis,477.0,89.5,blue,dwarf,I,Treasure World,1,3,432,0,1092,463,0,0,0,0,0,1092,0,0
Epsilon Sextantis,477.0,89.5,blue,dwarf,II,Cyanic World,0,1,39,318,53,1047,53,0,0,0,0,0,0,0
Epsilon Sextantis,477.0,89.5,blue,dwarf,III,Radioactive World,2,1,-14,114,976,1611,0,0,0,0,0,0,976,0
Epsilon Sextantis,477.0,89.5,blue,dwarf,IV,Carbide World,1,0,-106,0,126,3156,126,0,0,0,0,0,0,0
Epsilon Sextantis,477.0,89.5,blue,dwarf,V,Cyanic World,0,0,-127,0,77,4106,77,0,0,0,0,0,0,0
Epsilon Sextantis,477.0,89.5,blue,dwarf,VI,Chlorine World,6,0,-142,0,272,5174,39,206,27,0,0,0,0,0
Epsilon Sextantis,477.0,89.5,blue,dwarf,VIa,Green World,3,2,-142,74,90,5174,0,0,0,0,90,0,0,0
Epsilon Sextantis,477.0,89.5,blue,dwarf,VII,Plutonic World,3,1,-155,0,1306,6325,0,0,558,0,220,0,528,0
Epsilon Sextantis,477.0,89.5,blue,dwarf,VIII,Opalescent World,1,0,-161,0,84,7021,13,0,0,16,55,0,0,0
Epsilon Sextantis,477.0,89.5,blue,dwarf,IX,Alkali World,3,0,-167,0,153,7812,0,0,153,0,0,0,0,0
Beta Centauri,141.2,90.5,green,dwarf,I,Gas Giant,0,7,-104,0,0,1967,0,0,0,0,0,0,0,0
Beta Centauri,141.2,90.5,green,dwarf,Ia,Carbide World,2,0,-104,0,123,1967,123,0,0,0,0,0,0,0
Beta Centauri,141.2,90.5,green,dwarf,Ib,Acid World,1,0,-104,0,239,1967,239,0,0,0,0,0,0,0
Beta Centauri,141.2,90.5,green,dwarf,Ic,Radioactive World,2,0,-104,0,1336,1967,0,0,0,0,0,0,1336,0
Beta Centauri,141.2,90.5,green,dwarf,II,Purple World,1,0,-125,0,105,2582,0,0,105,0,0,0,0,0
Beta Centauri,141.2,90.5,green,dwarf,III,Gas Giant,0,7,-171,0,0,5439,0,0,0,0,0,0,0,0
Beta Centauri,141.2,90.5,green,dwarf,IIIa,Urea World,5,2,-171,0,9,5439,9,0,0,0,0,0,0,0
Beta Centauri,141.2,90.5,green,dwarf,IIIb,Urea World,5,2,-171,152,63,5439,63,0,0,0,0,0,0,0
Beta Centauri,141.2,90.5,green,dwarf,IIIc,Metal World,2,2,-171,0,1354,5439,0,14,552,0,0,252,536,0
Beta Centauri,141.2,90.5,green,dwarf,IIId,Selenic World,2,0,-171,0,15,5439,0,0,15,0,0,0,0,0
Beta Centauri,141.2,90.5,green,dwarf,IV,Cyanic World,0,0,-177,0,99,6115,99,0,0,0,0,0,0,0
Beta Centauri,141.2,90.5,green,dwarf,V,Urea World,5,1,-184,32,25,7028,25,0,0,0,0,0,0,0
